Week,Posts,PostsInWeek
10," StarWars  StarWars : I can get a guy who sells food in one scene, but not the main character of the movie?  WhereIsRey  ",1474
10,Hemos tenido WheresGamora WheresBlackWidow y ahora  WhereIsRey   . Cuantos hacen falta para que nos hagan caso de una p*** vez?Hemos tenido WheresGamora WheresBlackWidow y ahora  WhereIsRey   . Cuantos hacen falta para que nos hagan caso de una p*** vez?,1474
10,Tu cara cuando eres la prota y aun asi el merchandising te ignora  WhereIsRey  Tu cara cuando eres la prota y aun asi el merchandising te ignora  WhereIsRey  ,1474
10,"Estoy viendo mas razonamientos de ""Voy a comprar todo lo de Rey para q  Disney  vea q me importa"" en el tag. Somos todos listos  WhereIsRey  Estoy viendo mas razonamientos de ""Voy a comprar todo lo de Rey para q  Disney  vea q me importa"" en el tag. Somos todos listos  WhereIsRey  ",1474
10,This is just getting ridiculous.  WhereIsRey  This is just getting ridiculous.  WhereIsRey  ,1474
10, WhereIsRey  ?? She is THE F** MAIN CHARACTER!!Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,I saw the  StarWars I saw the  StarWars ,1474
10,"It looks like toy makers took the line ""I'm no one"" from TheForceAwakensIt looks like toy makers took the line ""I'm no one"" from TheForceAwakenstrailer too seriously!  WhereIsRey  ",1474
10,I find Your lack of female representation disturbing!  WhereIsRey  I find Your lack of female representation disturbing!  WhereIsRey  ,1474
10,"*starts loud ""We want Rey!"" chant*  WhereIsRey  *starts loud ""We want Rey!"" chant*  WhereIsRey  ",1474
10,"Regardless, I want this one; I want this one; I WANT THIS ONE.  WhereIsRey  Regardless, I want this one; I want this one; I WANT THIS ONE.  WhereIsRey  ",1474
10,"Whether that's 'cause they've simply sold-out, were straight-up undersupplied, or the reason is indeed suspect, I don't know.  WhereIsRey  Whether that's 'cause they've simply sold-out, were straight-up undersupplied, or the reason is indeed suspect, I don't know.  WhereIsRey  View conversation ",1474
10,"I went to Smyths yesterday to buy myself a Rey toy; alas, they didn't have any :(  WhereIsRey  I went to Smyths yesterday to buy myself a Rey toy; alas, they didn't have any :(  WhereIsRey  ",1474
10,".Hasbro My child asked for an action figure of ""the girl who's awesome at everything."" Maybe make some?  WhereIsRey   http://www.bbc.com/news/magazine-34968467 …",1474
10,"Hey Hasbro, mistakes and oversights happen and are forgivable when you learn from them. But this is like your 20th strike.  WhereIsRey  ",1474
10,Hasbro release a Force Awakens action figure set WITHOUT the (FEMALE) lead character. http://www.dailydot.com/geek/  StarWars  -force-awakens- WhereIsRey  -action-figure-set/ …  WhereIsRey  Hasbro release a Force Awakens action figure set WITHOUT the (FEMALE) lead character. http://www.dailydot.com/geek/  StarWars  -force-awakens- WhereIsRey  -action-figure-set/ …  WhereIsRey  ,1474
10,thedailybeast xtinerosenthal is  WhereIsRey   similar to WheresJay ?View conversation ,1474
10,"Hey meijer -at Gahanna OH store yesterday, found loads of   StarWars   toy but NO REY. she's only the main character! What gives!  WhereIsRey  ",1474
10,"If there was a lack of merch featuring male  StarWars If there was a lack of merch featuring male  StarWars characters, ppl would be losing their minds. Lack of women? NBD, apparently  WhereIsRey  ",1474
10,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,"Really  Disney ?, still thinking playing with a female character toy might ""mess"" a boy's sexual identity?  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ",1474
10,"Christ, this We Can't Make LADIEEZ situation in Western action figures is getting really bloody tiresome.  WhereIsRey   wheresblackwidowChrist, this We Can't Make LADIEEZ situation in Western action figures is getting really bloody tiresome.  WhereIsRey   wheresblackwidow",1474
10,Rey is such an important TheForceAwakensRey is such an important TheForceAwakenscharacter yet merchandise ft. her is unmistakably rare. What message does that send?  WhereIsRey  ,1474
10,Even my mom got mad in the toy aisle today because we couldn't find any Rey action figures.  StarWars Even my mom got mad in the toy aisle today because we couldn't find any Rey action figures.  StarWars  WhereIsRey  ,1474
10,".Hasbro Language you might understand: Make them We'll buy them You'll make more $ You like $, right?  WhereIsRey  ",1474
10,dakami more like HasBeen.  WhereIsRey  View conversation ,1474
10,Slightly strange to leave Rey out of this nerf set given she is the pilot of the ship!  WhereIsRey  Slightly strange to leave Rey out of this nerf set given she is the pilot of the ship!  WhereIsRey  ,1474
10,Seems  Disney  did a better job than Hasbro  WhereIsRey  Seems  Disney  did a better job than Hasbro  WhereIsRey  ,1474
10,Slightly surprised Rey is missing from  WhereIsRey   - Very poor formSlightly surprised Rey is missing from  WhereIsRey   - Very poor form,1474
10,  StarWars   Merch’s Sexism Problem:  WhereIsRey   Highlights Dearth in Female toy http://thebea.st/1QHnbeA  via thedailybeast ,1474
10,Wow. Ridiculous. Rey's the first figure I'd want to get.  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,  StarWars  ' fans are asking  WhereIsRey   after action-figure set excludes her http://bit.ly/1RDUpvy '  StarWars  ' fans are asking  WhereIsRey   after action-figure set excludes her http://bit.ly/1RDUpvy ,1474
10,".genaozols Justa_Jus Ugh, was avoiding toy cuz spoilers, but this is ridic, like Gamora. But Yay Lego http://ow.ly/Wfj5H   WhereIsRey  ",1474
10,. Disney  How do you approve  StarWars merchandising that leaves out the main goddamn character?  WhereIsRey  ,1474
10,"Get with the times, HasBros  WhereIsRey   WheresMyReyMerch  StarWars ""Get with the times, HasBros""  WhereIsRey   WheresMyReyMerch  StarWars TheForceAwakenshttp://mikeadamick.com/2015/12/rey-is-not-a-role-model-for-little- girl -major-spoilers-ahead/ …",1474
10,Yo si encontré juguetes de Rey  WhereIsRey  Yo si encontré juguetes de Rey  WhereIsRey  ,1474
10, WhereIsRey   I'm guessing they have a Barbie-type doll that comes with at least two outfits. I don't even want to know if I'm correct. WhereIsRey   I'm guessing they have a Barbie-type doll that comes with at least two outfits. I don't even want to know if I'm correct.,1474
10,I was shocked by  WhereIsRey   until I remembered  Disney  is involved. They're utterly baffled by female characters who aren't princesses.I was shocked by  WhereIsRey   until I remembered  Disney  is involved. They're utterly baffled by female characters who aren't princesses.,1474
10, girl  wanna collect and play with action figures too ya know!  WhereIsRey    StarWars  girl  wanna collect and play with action figures too ya know!  WhereIsRey    StarWars TheForceAwakens,1474
10,"The only ""toy"" I've seen of rey DaisyRidleyThe only ""toy"" I've seen of rey DaisyRidleyis a freakin POP figure. What the hell? Good move...not!  WhereIsRey    StarWars TheForceAwakens",1474
10,How does one not make enough products of a movies main character but plenty of supporting actors?  WhereIsRey    Disney   StarWars  Hasbro,1474
10,W/the largest movie of the year coming out how did Hasbro not create and package enough toy/actions figures of  StarWars  Rey?  WhereIsRey  ,1474
10,Where’s Rey?  WhereIsRey  Where’s Rey?  WhereIsRey  ,1474
10,"Because of course.  WhereIsRey   Hasbro Excludes Rey and Captain Phasma From Action Figure Set, History Repeats Itself http://www.themarysue.com/hasbro- WhereIsRey  -figures/ …Because of course.  WhereIsRey   Hasbro Excludes Rey and Captain Phasma From Action Figure Set, History Repeats Itself http://www.themarysue.com/hasbro- WhereIsRey  -figures/ … ",1474
10," WhereIsRey  ,  Disney ? How did you not learn your lesson after The Avengers and Black Widow?",1474
10,Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10,meredithea kingdomofwench and have overheard little boys in store asking  WhereIsRey   they know she doesn't have cootiesView conversation ,1474
10,"I played with all the original   StarWars   action figures when I was a little boy, including Leia. If I had them now, I'd be rich!  WhereIsRey  I played with all the original   StarWars   action figures when I was a little boy, including Leia. If I had them now, I'd be rich!  WhereIsRey  ",1474
10,"Wanting to start getting my daughter into  StarWars Wanting to start getting my daughter into  StarWars with her brother, but  WhereIsRey   ? Seriously? http://legionofleia.com/2015/11/ WhereIsRey  -hasbro-target-are-we-really-going-to-start-  StarWars  -this-way/ …",1474
10,"So  Disney  still can't put Rey in toy sets, although she's the star of the film.  WhereIsRey   When will this nonsense end?So  Disney  still can't put Rey in toy sets, although she's the star of the film.  WhereIsRey   When will this nonsense end?",1474
10, WhereIsRey   maldita sea !?!?!? WhereIsRey   maldita sea !?!?!?,1474
10, WhereIsRey   WhereIsRey  ,1474
10, StarWars  StarWars ,1474
10,WTF  WhereIsRey   Are you effing kidding me? What in earth will wake people up? SHE'S THE MAIN CHARACTER. Just sayin'.WTF  WhereIsRey   Are you effing kidding me? What in earth will wake people up? SHE'S THE MAIN CHARACTER. Just sayin'.,1474
10,Literally  WhereIsRey   because I'm going to buy all the merch with her on it when it comes outLiterally  WhereIsRey   because I'm going to buy all the merch with her on it when it comes out,1474
10, WhereIsRey    Disney  HASBRO Rey toy missing much? She is a main if not THE main character WhereIsRey    Disney  HASBRO Rey toy missing much? She is a main if not THE main character,1474
10,WomenNMedia TargetNews Rey is with mebut her merch is hard to find :(  WhereIsRey  ,1474
10,"Wait, there's JAR JAR, but no Rey or Leia??  WhereIsRey   wewantleia",1474
10,"Sighted at target: a trading card pack, a gift bag, and a lollipop.  WhereIsRey  ",1474
10,Ok I'm one of the last ones to try to find hidden sexism in everything but this is screwed up.  WhereIsRey    StarWars   merch's sexism problem:  WhereIsRey   highlights dearth in female toy http://thebea.st/1TecY7f ,1474
10,"guys, Rey is the MAIN CHARACTER of the film there is no room for bullshit excuses with this  WhereIsRey    StarWars   merch's sexism problem:  WhereIsRey   highlights dearth in female toy http://thebea.st/1TecY7f ",1474
10, WhereIsRey   .... found her at Walgreens too! WhereIsRey   .... found her at Walgreens too!,1474
10,"Si ils avaient fait un set gravity il y aurait Georges Clooney, une météore et un satellite.  WhereIsRey  WomenExistSi ils avaient fait un set gravity il y aurait Georges Clooney, une météore et un satellite.  WhereIsRey  WomenExist",1474
10,C'est bien beau de faire un film plein de diversité et de personnages féminins si ça suit pas ensuite...  WhereIsRey  WomenExistC'est bien beau de faire un film plein de diversité et de personnages féminins si ça suit pas ensuite...  WhereIsRey  WomenExistView conversation ,1474
10,How can you not have Rey?? -  StarWars How can you not have Rey?? -  StarWars ,1474
10,"Seriously, Hasbro and Target and  Disney ? Have you really not figured it out yet?  WhereIsRey  ",1474
10,So it turns out there IS a Force Awakens action figure set that includes Rey.  WhereIsRey   http://www.amazon.com/  StarWars  -Awakens-Figurine-Playset/dp/B015AM8P3Q/ref=pd_sim_107_3?ie=UTF8&dpID=51wyOO926iL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&refRID=1HGPHAZMCSWXFYFGMF8A …So it turns out there IS a Force Awakens action figure set that includes Rey.  WhereIsRey   http://www.amazon.com/  StarWars  -Awakens-Figurine-Playset/dp/B015AM8P3Q/ref=pd_sim_107_3?ie=UTF8&dpID=51wyOO926iL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&refRID=1HGPHAZMCSWXFYFGMF8A …,1474
10,Hey HasbroNews and  Disney   WhereIsRey  CC: Target  StarWars TheForceAwakenshttp://fb.me/4cjoaxQWw ,1474
10,THE FUCK IS THIS ForceAwakens  WhereIsRey  Avengers set - no Black Widow Guardians set - no Gamora   StarWars   - no Rey. She's THE MAIN CHARACTER.  WhereIsRey  ,1474
10, WhereIsRey  .....Found her... foundrey WhereIsRey  .....Found her... foundrey,1474
10,SHE'S THE LEAD CHARACTER!!!  WhereIsRey   http://thebea.st/1QHn9DI  via thedailybeastSHE'S THE LEAD CHARACTER!!!  WhereIsRey   http://thebea.st/1QHn9DI  via thedailybeast,1474
10,"Yes, yes, annnnnd yes!Preach  WhereIsRey   StarWars Rey is not a role model for little  girl  (major spoilers ahead) http://buff.ly/1YxFuSN ",1474
10,"I mean it's pretty common that a main character doesn't have an action figure, right? http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page …  WhereIsRey   StarWars I mean it's pretty common that a main character doesn't have an action figure, right? http://www.thedailybeast.com/articles/2015/12/22/  StarWars  -merch-s-sexism-problem- WhereIsRey  -highlights-dearth-in-female-toy.html?source=TDB&via=FB_Page …  WhereIsRey   StarWars ",1474
10,Jesus. It's 2016 in 9 days. How about we acknowledge that women kick ass too? Rey is they female hero I waited a lifetime for.  WhereIsRey  Jesus. It's 2016 in 9 days. How about we acknowledge that women kick ass too? Rey is they female hero I waited a lifetime for.  WhereIsRey  ,1474
10,"I'm so sick of this shit, Hasbro. Women spend money. They play with toy. They watch   StarWars  . THEY ARE HALF THE WORLD.  WhereIsRey  ",1474
10, WhereIsRey   seriously?! HasbroNews wtf?! This is worse than Black Widow missing. REY IS THE MAIN CHARACTER!,1474
10,stephenbreck I mean how did the strong female end up not in the merchandising. WhereIsRey  View conversation ,1474
10,cur  WhereIsRey  cur  WhereIsRey  ,1474
10,Went to  Disney StoreGBR on Oxford St today to see the  StarWars ForceAwakens toy. Anyone would think Finn is the protagonist!  WhereIsRey  ,1474
10,IsobelCarr when you ask yourself  WhereIsRey   she's at my houseView conversation ,1474
